Symbol,Name,Current Price,% Change,Avg Stock Volume,Avg Option Volume,Date,Implied_Move,Actual_Move,Straddle Return,Avg Straddle Return,Max Return,Min Return,InWatchlist,EtfHoldingsList,MarketCap
NTRA,Natera,69.74,0.0013,1313863,452,11/8/2023,0.1415,0.098,-0.2253,0.23,0.6117,-0.1655,0,IBB - XBI,8379379200
NEPH,Nephros,3.57,0.0056,24260,,11/8/2023,,-0.0259,,,,,0,,37431200
EBS,Emergent Biosolutions,1.58,-0.0595,1322344,410,11/8/2023,0.195,-0.0271,-0.3246,0.841,3.3842,-0.1281,0,IWM,81977352
CDNA,Caredx,8.78,-0.0045,1103359,74,11/8/2023,0.1617,0.139,0.2091,-0.1327,0.0758,-0.399,0,IBB - XBI - IWM,474983776
TPST,Tempest Therapeutics,4.18,0.006,7835089,757,11/8/2023,0.3002,0.1631,0.1881,,,,0,,80454544
MUX,Mcewen Mining,6.86,0,466447,975,11/8/2023,0.1033,0.0913,0.1986,-0.0055,0.1468,-0.223,0,,338848832
AKYA,Akoya Biosciences,6.06,0.0219,165649,29,11/8/2023,0.1235,0.109,-0.2532,-0.0479,0.2899,-0.1827,0,IWM,297401568
GOVX,Geovax Labs,2.65,0.0392,250302,,11/8/2023,,-0.0165,,,,,0,,5239453
ASRT,Assertio Holdings,0.8009,0.01,1336713,264,11/8/2023,0.2088,-0.4319,1.4295,0.8499,2.7617,0.0714,0,IWM,75820016
PUBM,Pubmatic - Class A,15.84,0.0213,322987,446,11/8/2023,0.153,0.2364,0.3937,0.3815,2.1747,-0.2937,0,IWM,804072960
TLF,Tandy Leather Factory,4.46,-0.0045,4192,,11/8/2023,,0.0199,,,,,0,,37460632
TWLO,Twilio Class A,71.6,0.0176,2492579,16821,11/8/2023,0.1291,0.0034,-0.807,0.2359,1.6813,-0.6428,0,,12967941120
ODV,Osisko Development Corp. Common Shares,2.44,0,76189,33,11/8/2023,0.0773,-0.0097,,-0.0302,0.0257,-0.1144,0,,204875632
NVTA,Invitae,0.0891,0.0011,8941678,,11/8/2023,0.182,-0.3905,0.0848,-0.1883,0.2834,-0.44,0,,25526510
SILV,Silvercrest Metals Common Shares,5.53,0,1175046,1387,11/8/2023,0.0732,0.0422,-0.072,0.0111,0.1069,-0.1286,0,,806320512
AKA,A.K.A. Brands Holding Corp.,9.6407,-0.0436,22890,27,11/8/2023,0.194,-0.1643,1.9823,-0.0449,0.0471,-0.1369,0,,102453744
MARA,Marathon Digital Holdings,23.89,0.107,60090793,338604,11/8/2023,0.09,0.0795,-0.0175,0.098,0.7405,-0.3149,0,IWM,5318513664
GEG,Great Elm Group,1.94,0.0265,14430,,11/8/2023,,0.0215,,,,,0,,57945688
AHT,Ashford Hospitality Trust,1.52,0.0066,547599,305,11/8/2023,0.1237,-0.1116,0.0933,0.4126,1.1229,-0.0547,0,,52427704
ENV,Envestnet,52.32,0.0159,680528,112,11/8/2023,0.0841,-0.0867,0.0536,-0.0326,0.1113,-0.2854,0,IWM,2859619584
ASLE,Aersale,9.27,0.0277,420054,878,11/8/2023,0.1348,-0.1274,0.0097,0.5668,1.4401,0.0905,0,IWM,490887616
SRG,Seritage Growth Props,9.53,-0.0021,326624,2278,11/8/2023,0.0526,0.1613,0.5352,0.5754,1.3818,-0.2864,0,VNQ,535315040
JAMF,Jamf Holding Corp.,20.21,0.0385,350925,51,11/8/2023,0.0822,-0.0105,-0.1319,-0.0223,0.3698,-0.3605,0,IWM,2418318592
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),18.18,0.0202,690744,480,11/8/2023,0.0459,0.0679,0.5267,0.1239,0.2518,0.0562,0,IWM,772790976
FOSL,Fossil Group,1.1,0.028,571853,130,11/8/2023,0.148,-0.3237,0.7214,-0.0157,0.3719,-0.205,0,IWM,57710996
CDLX,Cardlytics,6.32,0.0016,778635,681,11/8/2023,0.2151,-0.5445,2.0707,0.3344,1.3363,-0.2389,0,IWM,248086176
DDI,Doubledown Interactive Co. Ltd. - American Depository Shares,9.02,0.0022,18400,,11/8/2023,,-0.0136,,,,,0,,446972064
ECOR,Electrocore,7.35,0.0294,17487,,11/8/2023,,0.0276,,,,,0,,44090980
HQI,Hirequest,12.83,0.0016,17968,,11/8/2023,,-0.1815,,,,,0,IWM,178336992
FLL,Full House Resorts,5.29,0.0496,138708,46,11/8/2023,0.0793,0.1867,-0.0218,0.0977,0.5008,-0.0558,0,IWM,182915968
OBDC,Blue Owl Capital,14.74,0.0061,1725793,527,11/8/2023,0.0403,0.018,-0.0033,-0.3269,-0.3269,-0.3269,0,,5744663040
WHD,Cactus Class A,43.14,-0.0055,576481,27,11/8/2023,0.0604,0.0128,-0.1375,-0.1086,-0.0317,-0.1622,0,OIH - IWM,2818039808
MAPS,WM Technology - Class A,0.9198,-0.0215,405222,203,11/8/2023,0.1402,-0.0459,,0.3509,1.2764,-0.4976,0,,86351856
GRTS,Gritstone Bio,2.25,0.009,2186573,644,11/8/2023,0.0831,-0.0769,-0.011,0.1206,0.3077,-0.0455,0,IWM,214519648
GHLD,Guild Holdings Company Class A,14.75,0.0543,14201,,11/8/2023,,0.0391,,,,,0,,901178368
XENE,Xenon Pharmaceuticals - Common Shares,50.04,0.0386,572837,1144,11/8/2023,0.1025,-0.0669,-0.0074,0.0333,0.123,-0.0622,0,IBB,3766804736
ASMB,Assembly Biosciences,1.01,0.0359,1518632,68,11/8/2023,0.1013,-0.1248,,0.0159,0.2134,-0.1815,0,,66451332
CPSI,Cpsi,10.22,-0.0201,171617,25,11/8/2023,0.113,-0.1146,0.1878,0.4412,0.8953,-0.3674,0,IWM,148717968
LYFT,LYFT - Class A,13.03,0.0196,13187873,42181,11/8/2023,0.1427,-0.0597,-0.5958,0.5302,1.914,-0.3833,0,,5120663552
NYXH,Nyxoah SA -,12.61,0.0705,29433,,11/8/2023,,-0.151,,,,,0,,361427552
CPRX,Catalyst Pharmaceuticals,13.64,0.0202,1323180,428,11/8/2023,0.1089,-0.0175,-0.4759,0.2691,1.4754,-0.2607,0,XBI - IWM,1603583872
KGC,Kinross Gold,5.16,-0.0301,12637376,6721,11/8/2023,0.0436,0.0325,0.0313,-0.1942,-0.0242,-0.3429,0,,6334415872
PSNY,Polestar Automotive Holding Uk Limited - Class A Ads,1.72,0,2887252,2517,11/8/2023,0.1302,-0.0872,-0.2924,0.4582,1.9041,-0.5101,0,,3629454592
CERT,Certara,17.23,0.0219,575853,10,11/8/2023,0.0468,0.0136,0.3452,0.1691,0.5433,-0.2924,0,,2754125824
PIII,P3 Health Partners - Class A,1.1,0.0092,346313,,11/8/2023,,0.0611,,,,,0,IWM,126766200
ANVS,Annovis Bio,10.95,0.0101,239321,1666,11/8/2023,,0.0432,,,,,0,,112371856
RVNC,Revance Therapeutics,5.91,0.0904,1595547,934,11/8/2023,0.197,-0.1705,-0.1697,-0.212,0.0143,-0.3902,0,IBB - IWM,518977664
MVIS,Microvision,2.61,0.0567,1998739,3056,11/8/2023,0.1394,-0.0647,-0.3985,-0.3388,0.0139,-0.778,0,IWM,495862656
EQ,Equillium,1.54,0.0132,201769,29,11/8/2023,0.122,-0.0472,-0.0721,0.0206,0.1165,-0.0639,0,,54083640
CSV,Carriage Servs,24.35,0.0348,115151,128,11/8/2023,0.0404,-0.0727,0.1295,0.2961,1.3734,-0.1948,0,IWM,364798560
SKLZ,Skillz Class A,6.47,0.0469,259923,493,11/8/2023,0.1561,-0.1311,0.0699,0.5102,3.2434,-0.5606,0,,138766352
NGMS,Neogames S.A. -,28.09,-0.0004,75519,7,11/8/2023,0.0547,-0.0026,-0.0469,0.629,2.2832,-0.4318,0,,944719744
LRFC,Logan Ridge Finance,22.38,0.0022,4681,,11/8/2023,,0.0264,,,,,0,,59887536
SU,Suncor Energy,32.13,-0.0034,4280299,8255,11/8/2023,0.0345,0.0357,0.0404,-0.3398,-0.2759,-0.4774,0,,41608863744
MIMO,Airspan Networks Hldgs,0.143,-0.0338,8582791,77,11/8/2023,0.173,0.0044,,1.7338,5.3164,-0.0939,0,,10665368
LAZR,Luminar Technologies  - Class A,2.91,0.0034,6679470,10746,11/8/2023,0.1443,-0.1495,0.0075,-0.3376,-0.2,-0.4743,0,IWM,1169689344
GWRS,Global Water Resources,12.82,-0.0093,25385,13,11/8/2023,0.0588,0.0484,1.8936,0.1078,1.05,-0.4424,0,IWM,309866048
TNYA,Tenaya Therapeutics,5.68,0.1072,409617,79,11/8/2023,0.1462,-0.0357,-0.3878,0.116,1.1552,-0.4669,0,IWM,386870592
BTG,B2gold Common Shares (Canada),2.63,-0.0113,8753157,1603,11/8/2023,0.0466,-0.0194,0.056,-0.0887,-0.0401,-0.1459,0,,3420378368
COOK,Traeger,2.19,0.0282,417470,80,11/8/2023,0.1341,-0.2034,0.462,0.8211,2.1542,0.2325,0,IWM,275522368
INSE,Inspired Entertainment,9.41,0.0456,130389,640,11/8/2023,0.0843,-0.2952,1.5932,0.3084,0.5829,0.0603,0,IWM,247827312
SLNG,Stabilis Solutions,4.73,0.0701,5713,,11/8/2023,,0.0308,,,,,0,,87852136
AFIB,Acutus Medical,0.1864,-0.0292,1423195,26,11/8/2023,0.1677,-0.5099,,-0.126,0.3379,-0.5057,0,,5462224
SUPN,Supernus Pharmaceuticals,27.91,0.0004,343651,30,11/8/2023,0.075,0.1114,0.425,-0.0327,0.5165,-0.4042,0,IWM,1523729664
LPSN,Liveperson,2.66,-0.0037,1492289,314,11/8/2023,0.1885,-0.1107,-0.2787,0.7488,2.6552,-0.12,0,IWM,215040256
IDN,Intellicheck,1.84,0.0337,37948,40,11/8/2023,0.1203,-0.145,5.0363,1.2702,4.2736,-0.0346,0,,35611988
KNTK,Kinetik Holdings Class A,32.84,0.0083,285984,79,11/8/2023,0.0512,-0.021,-0.1117,-0.0921,0.2606,-0.3088,0,IWM,1875002496
AQMS,Aqua Metals,0.5761,-0.0033,292794,30,11/8/2023,0.1041,0.0211,,0.0162,0.0369,-0.0046,0,,62063428
HLTH,Cue Health,0.2525,0.0141,778726,10,11/8/2023,0.1579,-0.0037,0.1987,-0.1883,-0.1501,-0.2264,0,,39044604
RANI,Rani Therapeutics Hldgs,3.79,-0.0013,91651,41,11/8/2023,0.1037,-0.0303,-0.4792,0.5533,2.219,-0.1172,0,,98085424
AVIR,Atea Pharmaceuticals,4.26,0,429033,104,11/8/2023,0.0655,-0.0912,-0.1941,-0.0156,0.1777,-0.1591,0,IBB - IWM,355281376
SCPH,Scpharmaceuticals,5.38,0.0528,310206,103,11/8/2023,0.1623,-0.0874,-0.3455,-0.0475,0.2808,-0.5402,0,IWM,192910880
SILK,Silk Road Medical,16.73,0.006,1241390,637,11/8/2023,0.1354,-0.1096,-0.0715,0.0589,0.57,-0.3337,0,IWM,651558208
LSF,Laird Superfood,0.7501,-0.074,27972,,11/8/2023,,0.0585,,,,,0,,7019902
PRA,Proassurance,13.08,0.0132,250719,211,11/8/2023,0.0459,-0.2128,2.4311,0.5712,1.1514,-0.0366,0,IWM,666678976
BNGO,Bionano Genomics,1.23,0.0424,1480029,417,11/8/2023,0.138,-0.0221,-0.2151,-0.1676,-0.0899,-0.3368,0,,47773620
ADMA,Adma Biologics,5.24,0.0135,2044700,404,11/8/2023,0.0486,0.058,-0.0845,0.0266,0.5854,-0.2587,0,IBB - XBI - IWM,1184070656
GRWG,Growgeneration Corp.,2.31,0.0043,786345,502,11/8/2023,0.1163,-0.1158,-0.1547,0.5554,1.2162,-0.4323,0,IWM,141629072
STKL,Sunopta,6.17,-0.0064,1070786,442,11/8/2023,0.1504,0.0964,-0.2815,0.0149,0.315,-0.516,0,IWM,713300800
VSTM,Verastem,13.22,-0.0171,86173,25,11/8/2023,0.1039,-0.0566,0.2657,-0.229,0.0518,-0.4794,0,,334035552
SSSS,Suro Capital Corp. - Closed End,3.39,-0.0531,90267,36,11/8/2023,0.0596,-0.0079,-0.0941,0.0684,0.3554,-0.0901,0,,86261264
AUID,Authid,10.2,0.0355,14363,,11/8/2023,,-0.1111,,,,,0,,96389512
MXCT,Maxcyte,4.89,0.0082,929852,43,11/8/2023,0.0625,-0.0328,-0.0208,0.069,0.575,-0.4047,0,IBB - IWM,506137472
DUOL,Duolingo - Class A,191.74,0.035,655850,1741,11/8/2023,0.1212,0.2137,0.6412,0.0148,0.5256,-0.3564,0,IWM,8055730176
FATE,Fate Therapeutics,6.29,0.0295,2157292,97,11/8/2023,0.1182,-0.0858,0.3704,0.1815,0.9821,-0.2356,0,IWM,619957696
SOVO,Sovos Brands,22.26,0,1159723,379,11/8/2023,0.0238,0.0023,0.0597,0.0456,0.2116,-0.2229,0,IWM,2258397184
ORA,Ormat Technologies,65.07,0.0161,467060,366,11/8/2023,0.0739,0.0019,-0.2062,0.0163,0.3666,-0.3756,0,IWM,3927239936
SRZN,Surrozen,8.7499,-0.0711,64207,,11/8/2023,,-0.2117,,,,,0,,17835236
LTRN,Lantern Pharma,4.23,0.0193,36957,14,11/8/2023,0.1015,0.3321,0.7075,0.4209,1.3646,-0.0187,0,,45976040
SPCE,Virgin Galactic Hldgs,1.79,0.017,10026687,16286,11/8/2023,0.1341,0.1923,0.4049,-0.2504,0.3841,-0.5735,0,IWM,715490368
UMH,Umh Properties,14.8,0.0061,387915,60,11/8/2023,0.0466,-0.0156,-0.1347,0.1208,1.1834,-0.5293,0,VNQ - IWM,982692480
VOXR,Vox Royalty Corp.,1.72,-0.0115,50609,,11/8/2023,,0.0253,,,,,0,,83945120
USIO,Usio,1.73,0.0359,36814,19,11/8/2023,0.1231,-0.0331,2.0974,0.0512,0.2624,-0.0867,0,,45511612
TOI,Oncology Institute,2.07,0.0508,246903,,11/8/2023,,0.2772,,,,,0,,152660368
STR,Sitio Royalties Corp. Class A,20.97,-0.0024,489422,125,11/8/2023,0.0614,-0.0318,-0.2741,0.0442,0.2159,-0.1049,0,XOP - IWM,1714595072
LVLU,Lulus Fashion Lounge,2.1,0.0294,37246,11,11/8/2023,0.164,-0.0955,10.5279,1.5584,6.2052,-0.4081,0,,84994456
ACNT,Ascent Industries Co.,9.97,0.0321,10437,8,11/8/2023,0.1035,0.0409,-0.0113,0.1002,0.724,-0.3384,0,,100951536
BLZE,Backblaze - Class A,9.11,0.0411,203332,82,11/8/2023,0.1284,-0.0527,-0.2398,0.2887,0.9989,-0.0955,0,,342536000
LOMA,Loma Negra Cia Industria,6.22,0,315905,79,11/8/2023,0.047,0.0051,0.0064,0.8868,1.8617,-0.0698,0,,741456320
ZIP,Ziprecruiter Class A,14.58,0.0167,581374,871,11/8/2023,0.1262,0.0026,-0.2655,0.26,1.0687,-0.431,0,IWM,1440987776
BGSF,BGSF,10.44,0.0215,17961,9,11/8/2023,0.0552,0.0232,-0.0837,0.0341,0.1905,-0.1495,0,,113551912
RKLB,Rocket Lab USA,4.34,0.0093,6315945,7867,11/8/2023,0.067,-0.0183,-0.3423,-0.2397,-0.1029,-0.4494,0,IWM,2108749696
VSTA,Vasta Platform Limited - Class A,4.01,0.0025,42919,,11/8/2023,,-0.0123,,,,,0,,338080928
PET,Wag Group,1.98,0.0703,72598,,11/8/2023,,-0.0316,,,,,0,,77705616
HUBS,Hubspot,646.63,0.0285,525297,1192,11/8/2023,0.1094,-0.0611,-0.3179,0.1335,0.353,-0.1834,0,,32545236992
HNST,Honest Company,3.46,0.0237,738882,281,11/8/2023,0.0656,0.2333,,0.7594,1.7167,-0.1979,0,,330323840
SPNT,Siriuspoint Ltd. Common Shares,12.16,0.0296,552859,24,11/8/2023,0.0625,-0.0514,-0.1355,-0.0074,0.25,-0.2946,0,IWM,2037775104
HBM,Hudbay Minerals Ordinary Shares (Canada),5.14,-0.0115,1907701,165,11/8/2023,0.0618,-0.0333,0.0121,-0.0593,0.0143,-0.1252,0,,1793168640
ZD,Ziff Davis,67.4,0.0132,249129,14,11/8/2023,0.0627,-0.0075,-0.2486,0.0501,0.4847,-0.3885,0,IWM,3099372288
MCHX,Marchex - Class B,1.4,0.037,24793,42,11/8/2023,0.1356,0.0448,0.0097,-0.1036,0.0143,-0.3113,0,,60689596
HYLN,Hyliion Holdings Corp. Class A,1.12,0.0566,1835347,462,11/8/2023,0.1099,-0.0827,0.0781,-0.0715,0.0388,-0.1526,0,IWM,204724240
ELA,Envela,4.61,0.043,29209,16,11/8/2023,0.0784,-0.1458,1.2503,1.6489,5.2421,-0.5328,0,IWM,123087000
SKYT,Skywater Technology,10.28,0.1066,254880,308,11/8/2023,0.1407,0.0243,-0.2279,0.0946,0.4145,-0.104,0,IWM,483413088
BE,Bloom Energy Class A,11.53,0.0009,5009377,4658,11/8/2023,0.1308,0.0837,-0.2113,-0.1911,0.0056,-0.4671,0,IWM,2583282688
MATV,Mativ Holdings,12.07,0.0255,555742,1754,11/8/2023,0.0717,0.0379,0.216,0.0961,0.388,-0.4925,0,IWM,654202176
SANA,Sana Biotechnology,6.47,0.0503,2468663,436,11/8/2023,0.1249,-0.0105,-0.0512,-0.2301,-0.0058,-0.5576,0,IBB - XBI - IWM,1275451776
BIRD,Allbirds - Class A,0.9649,0.0083,925963,98,11/8/2023,0.1098,-0.2421,,0.3682,1.755,-0.2627,0,IWM,147486416
SCTL,Societal Cdmo,0.4999,0.0867,273983,9,11/8/2023,0.1206,-0.0832,,0.0417,0.1141,-0.0329,0,,52373172
LGND,Ligand Pharmaceuticals,75.88,0.0062,99914,47,11/8/2023,0.0728,0.0461,-0.1058,0.0851,0.3369,-0.0517,0,IBB - IWM,1323040640
OSPN,Onespan,10.59,0.0302,451581,173,11/8/2023,0.085,0.0946,1.1378,0.2447,1.0481,-0.333,0,IWM,422406944
BYND,Beyond Meat,7.13,0.0852,2593908,26045,11/8/2023,0.1417,0.0257,-0.5932,-0.1255,0.0423,-0.4784,0,IWM,460176640
QNRX,Quoin Pharmaceuticals Ltd. - American Depositary Shares,3.36,0.003,27611,,11/8/2023,,-0.0826,,,,,0,,3317049
EE,Excelerate Energy Class A,13.94,-0.0029,188840,116,11/8/2023,0.0694,0.0786,0.0934,-0.043,0.196,-0.3554,0,IWM,365983104
NSYS,Nortech Systems,11.12,-0.0054,3438,,11/8/2023,,0.0994,,,,,0,,30437420
MRCC,Monroe Capital - Closed End,7.25,-0.0055,71076,32,11/8/2023,0.0453,0.0057,0.4035,0.1257,0.4353,-0.2508,0,,157080960
CENX,Century Aluminum Company,10.42,-0.0161,1362995,1956,11/8/2023,0.1025,0.0295,-0.0927,-0.0372,0.1328,-0.1018,0,XME - IWM,962015936
DYAI,Dyadic International,1.38,0,22680,41,11/8/2023,0.141,-0.0476,0.0921,1.3749,1.5034,1.2349,0,,39759264
ATER,Aterian,0.4321,0.1871,420354,61,11/8/2023,0.1444,0.0339,-0.2052,1.5522,6.0706,-0.5355,0,,38981152
GPRK,Geopark Common Shares,8.51,-0.0082,314876,166,11/8/2023,0.0585,0.0815,0.0849,-0.1354,-0.0314,-0.3153,0,,490176000
PTMN,Portman Ridge Finance - Closed End,18.83,0.014,48633,26,11/8/2023,0.0634,-0.0213,0.6357,-0.1816,0.0341,-0.3842,0,,177888272
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),0.4609,0.0107,721774,,11/8/2023,,0.0111,,,,,0,,57984032
OR,Osisko Gold Royalties Common Shares,14.64,0,842134,281,11/8/2023,0.0404,0.0487,-0.0988,-0.0087,0.2688,-0.2439,0,,2710830336
CDE,Coeur Mining,2.7,0.0075,6008153,1982,11/8/2023,0.1023,-0.0478,-0.0634,-0.0229,0.1262,-0.1461,0,XME - IWM,1033046208
SMSI,Smith Micro Software,0.772,-0.0516,296946,229,11/8/2023,0.1624,-0.2925,0.7383,-0.1082,0.1552,-0.3425,0,,55526760
SLDB,Solid Biosciences,7.78,0.0746,485060,140,11/8/2023,0.1247,-0.2366,0.4718,-0.1928,0.0157,-0.4013,0,,289031200
ATRO,Astronics,18.33,0.0189,119882,70,11/8/2023,0.0955,-0.1341,0.7771,0.335,0.8782,-0.0568,0,IWM,622129024
SMR,Nuscale Power Class A,2.7,-0.0074,2164051,848,11/8/2023,0.1081,-0.329,1.0313,0.157,1.309,-0.3826,0,IWM,207293872
CCAP,Crescent Capital Bdc,16.12,0.0056,96082,37,11/8/2023,0.0262,0.0068,-0.0405,-0.0266,0.2485,-0.1933,0,,597435264
AMC,Amc Enter Hldgs,4.38,0.0709,17975610,168245,11/8/2023,0.1245,-0.1368,0.1989,-0.4128,-0.1884,-0.7953,0,,1086048640
CDRE,Cadre Hldgs,35.26,0.0194,164152,14,11/8/2023,0.0574,0.0792,0.3855,0.1683,0.7286,-0.1445,0,IWM,1325283456
PFIE,Profire Energy,1.46,0,424510,,11/8/2023,,0.0339,,,,,0,,69458856
BGS,B&G Foods,9.71,-0.0092,1200953,1320,11/8/2023,0.1583,0.0069,-0.5764,0.0264,0.9626,-0.4863,0,IWM,763443072
KRMD,Koru Medical Systems,2.12,0.0047,64820,31,11/8/2023,0.1381,-0.0731,-0.0926,1.9654,5.4668,0.5547,0,IWM,96754848
CDXC,Chromadex,1.53,0.0066,64984,97,11/8/2023,0.0702,-0.1125,,0.7498,1.9462,0.2044,0,,114940352
BOXL,Boxlight - Class A,0.839,0.0358,47973,,11/8/2023,,-0.3297,,,,,0,,8063322
IPI,Intrepid Potash,18.62,0.0449,118393,240,11/8/2023,0.097,-0.0617,-0.2991,0.1787,0.5917,-0.3231,0,IWM,245012208
IONQ,Ionq,11.16,0.0239,7673288,9857,11/8/2023,0.1605,-0.0158,-0.6808,-0.1005,0.1559,-0.2693,0,IWM,2284503296
LFMD,Lifemd,5.93,0.0242,793175,375,11/8/2023,0.1436,-0.0489,0.3416,-0.0542,0.1092,-0.1907,0,,232475152
MHLD,Maiden Hldgs,1.78,0.0171,141995,41,11/8/2023,0.0715,-0.0549,-0.2057,0.9973,2.924,-0.2087,0,IWM,179671776
GNW,Genworth Finl,6.2,0.0181,2595639,1022,11/8/2023,0.0478,-0.0817,0.798,-0.0297,0.0869,-0.12,0,IWM,2796229120
AMPH,Amphastar Pharmaceuticals,55.61,0.0185,413531,138,11/8/2023,0.1335,0.1539,0.085,0.1475,0.3411,-0.3071,0,IWM,2664131072
ETNB,89Bio,8.45,0,1535686,729,11/8/2023,0.102,-0.0486,-0.1612,-0.0885,-0.0306,-0.1484,0,IBB - XBI - IWM,787591360
KODK,Eastman Kodak Company Common New,3.51,0.0086,496835,482,11/8/2023,0.0503,0.0162,-0.1174,0.6928,2.8191,-0.0572,0,IWM,278952192
DNN,Denison Mines Ordinary Shares (Canada),2.01,0.005,11302714,4015,11/8/2023,0.0915,0.0397,-0.3269,-0.0235,0.108,-0.17,0,,1754480256
BCDA,Biocardia,0.41,0.0199,1887636,81,11/8/2023,0.131,-0.0575,,-0.2198,0.0363,-0.6532,0,,9683966
FRPH,FRP Holdings,61,0.0146,8948,,11/8/2023,,-0.0116,,,,,0,IWM,578103360
MDXH,Mdxhealth SA -,3.55,0.0028,68359,,11/8/2023,,0.0197,,,,,0,,96872720
SFL,SFL,11.93,-0.0033,682923,310,11/8/2023,0.0472,-0.0073,0.022,0.0486,0.1373,0.0052,0,IWM,1512273024
PAM,Pampa Energia S.A.,44.08,0.0164,189038,61,11/8/2023,0.0865,-0.0187,-0.0435,-0.0467,0.1818,-0.203,0,,2404123392
AEVA,Aeva Technologies,1.07,0.2173,1152769,168,11/8/2023,0.1369,0.026,,0.0365,0.0405,0.0325,0,IWM,280221248
AY,Atlantica Sustainable Infrastructure PLC -,18.44,0.0022,727222,402,11/8/2023,0.0548,-0.0557,0.2407,-0.1156,0.0565,-0.2457,0,,2141866880
PAYO,Payoneer Global,5.03,0.0121,2321628,966,11/8/2023,0.1387,-0.021,-0.3046,0.0617,0.1,0.0427,0,IWM,1819896832
PLTK,Playtika Holding Corp.,7.35,0.0068,767228,106,11/8/2023,0.1159,-0.0783,-0.2243,-0.1815,0.0247,-0.336,0,,2699122688
CRGE,Charge Enterprises,0.103,0.0198,11205977,141,11/8/2023,0.1721,-0.0231,-0.086,0.0638,0.3191,-0.3093,0,IWM,22138254
KLTR,Kaltura,1.58,-0.0247,127797,632,11/8/2023,0.0821,0.0284,0.0877,0.093,0.395,-0.4032,0,IWM,223420848
NFE,New Fortress Energy - Class A,31.87,-0.0038,1291613,1203,11/8/2023,0.1003,0.1661,0.4959,-0.0576,0.3597,-0.2506,0,,6534312960
BLDE,Blade Air Mobility - Class A,3.08,0.0165,623176,235,11/8/2023,0.1254,0.2952,1.1456,-0.121,0.0703,-0.233,0,IWM,229871952
VFF,Village Farms Intl,0.79,-0.0063,428301,154,11/8/2023,0.1153,-0.0694,-0.2758,-0.0811,-0.0522,-0.1455,0,,87088728
AFCG,Afc Gamma,11.33,0,127927,71,11/8/2023,0.0757,-0.0145,-0.3073,0.0387,0.4948,-0.1861,0,IWM,231772592
STWD,Starwood Prop Trust,19.28,0.0084,2323532,2463,11/8/2023,0.045,0.0398,0.0917,-0.0194,0.201,-0.1304,0,IYR,6038996992
TEF,Telefonica SA,3.86,0,896545,263,11/8/2023,0.025,-0.0026,-0.1141,-0.1824,0.018,-0.5877,0,,22196766720
PEPG,Pepgen,14.66,-0.0285,98169,,11/8/2023,,-0.104,,,,,0,IWM,349106624
REFI,Chicago Atlantic Real Estate Finance,15.74,0,77736,30,11/8/2023,0.0512,0.0232,0.5394,0.1531,0.3153,-0.0395,0,IWM,286080640
BIGC,Bigcommerce Holdings,8.65,0.0225,593916,287,11/8/2023,0.1595,-0.1096,-0.1969,0.3149,0.9154,-0.4259,0,IWM,658176832
CIFR,Cipher Mining,3.35,0.1552,5947883,6961,11/8/2023,0.1853,-0.0727,-0.1041,0.0309,0.215,-0.1091,0,IWM,861142592
BIIB,Biogen,240.98,0.0028,1001594,2193,11/8/2023,0.0514,-0.0567,0.1281,-0.1322,0.1232,-0.368,0,IBB - QQQ - SPY - XBI - XLV,34917543936
LL,LL Flooring Holdings,2.31,0.0043,591773,287,11/8/2023,0.1423,-0.1048,-0.0312,1.7916,4.555,-0.7407,0,,71292952
BXSL,Blackstone Secured Lending Common Shares Of Beneficial Interest,28.39,-0.0018,1055379,103,11/8/2023,0.0272,-0.0086,-0.0215,0.0394,0.2731,-0.1839,0,,5199682560
BEKE,Ke Holdings American Depositary Shares (Each Representing Three Class A Ordinary Shares),13.38,-0.0022,6624537,11626,11/8/2023,0.0625,0.0102,-0.4278,-0.0542,0.3127,-0.3611,0,,16405030912
EDR,Endeavor Gr Hldgs,24.16,-0.0017,3041929,15805,11/8/2023,0.0529,0.0096,-0.2711,-0.0533,0.0936,-0.227,0,,7259427328
EVO,Evotec Se - American Depositary Shares Each Representing 1/2 Of One Ordinary Share,7.54,-0.0182,52101,,11/8/2023,,0.0655,,,,,0,,2668445952
BKSY,Blacksky Technology Class A,1.51,0.0634,600643,161,11/8/2023,0.1244,-0.0417,-0.089,0.4101,1.248,-0.0185,0,IWM,215911136
CEVA,Ceva,21.64,0.0495,144393,16,11/8/2023,0.101,-0.0358,-0.2478,0.3265,0.7782,-0.4775,0,IWM,509862400
CRL,Charles River Laboratories International,222.22,0.0158,495234,293,11/8/2023,0.0865,-0.0374,-0.3298,-0.1078,0.2239,-0.3638,0,IBB - SPY - XLV,11288558592
TBLA,Taboola.com Ltd. -,4.82,0.0169,1212276,522,11/8/2023,0.0847,0.1638,-0.0634,0.3932,1.1865,-0.057,0,,1437514368
FSM,Fortuna Silver Mines Ordinary Shares (Canada),2.9,-0.0268,4440423,2295,11/8/2023,0.0761,0.0173,-0.1376,0.1651,0.5434,-0.384,0,,888734848
GCMG,GCM Grosvenor - Class A,8.8,0.0115,158548,20,11/8/2023,0.0486,0.0213,0.5392,0.261,1.0684,-0.3552,0,IWM,378299328
